用户ID,商品ID,商品类目ID,行为类型,时间戳,时间,日期,小时,星期几
1000114,138964,3607361,点击,1512032281,2017-11-30 08:58:01,2017-11-30,8,3
1000114,1365987,3607361,点击,1512032291,2017-11-30 08:58:11,2017-11-30,8,3
1000114,945283,4756105,点击,1512032308,2017-11-30 08:58:28,2017-11-30,8,3
1000114,3021151,3607361,点击,1512032415,2017-11-30 09:00:15,2017-11-30,9,3
1000114,1443028,2355072,点击,1512032441,2017-11-30 09:00:41,2017-11-30,9,3
1000114,2224071,3607361,点击,1512032452,2017-11-30 09:00:52,2017-11-30,9,3
1000114,3021151,3607361,点击,1512032482,2017-11-30 09:01:22,2017-11-30,9,3
1000114,2952379,3607361,点击,1512032489,2017-11-30 09:01:29,2017-11-30,9,3
1000114,2955400,3607361,点击,1512032541,2017-11-30 09:02:21,2017-11-30,9,3
1000114,4389527,154040,点击,1512032550,2017-11-30 09:02:30,2017-11-30,9,3
1000114,4253067,3607361,点击,1512032608,2017-11-30 09:03:28,2017-11-30,9,3
1000114,4705533,3607361,点击,1512032639,2017-11-30 09:03:59,2017-11-30,9,3
1000114,1810753,3607361,点击,1512032655,2017-11-30 09:04:15,2017-11-30,9,3
1000114,1809594,3607361,点击,1512032673,2017-11-30 09:04:33,2017-11-30,9,3
1000114,4403847,3607361,点击,1512032734,2017-11-30 09:05:34,2017-11-30,9,3
1000114,2237791,3607361,点击,1512032748,2017-11-30 09:05:48,2017-11-30,9,3
1000114,5129209,3607361,点击,1512032771,2017-11-30 09:06:11,2017-11-30,9,3
1000114,3208885,3607361,点击,1512032812,2017-11-30 09:06:52,2017-11-30,9,3
1000114,2747522,4756105,点击,1512032816,2017-11-30 09:06:56,2017-11-30,9,3
1000114,3260678,3607361,点击,1512032822,2017-11-30 09:07:02,2017-11-30,9,3
1000114,737362,3607361,点击,1512032852,2017-11-30 09:07:32,2017-11-30,9,3
1000114,2400037,3607361,点击,1512032870,2017-11-30 09:07:50,2017-11-30,9,3
1000114,1544788,3607361,点击,1512032925,2017-11-30 09:08:45,2017-11-30,9,3
1000114,4819097,3607361,点击,1512032964,2017-11-30 09:09:24,2017-11-30,9,3
1000114,3133197,3607361,收藏,1512033025,2017-11-30 09:10:25,2017-11-30,9,3
1000114,3238698,3607361,点击,1512033109,2017-11-30 09:11:49,2017-11-30,9,3
1000114,3133197,3607361,点击,1512033124,2017-11-30 09:12:04,2017-11-30,9,3
1000114,1793088,3607361,点击,1512033238,2017-11-30 09:13:58,2017-11-30,9,3
1000114,4024787,154040,点击,1512033509,2017-11-30 09:18:29,2017-11-30,9,3
1000114,3417323,154040,点击,1512033555,2017-11-30 09:19:15,2017-11-30,9,3
1000114,4389000,3607361,点击,1512033623,2017-11-30 09:20:23,2017-11-30,9,3
1000114,43566,154040,点击,1512033687,2017-11-30 09:21:27,2017-11-30,9,3
1000114,2742138,1080785,点击,1512033736,2017-11-30 09:22:16,2017-11-30,9,3
1000114,2419300,2926020,点击,1512033811,2017-11-30 09:23:31,2017-11-30,9,3
1000114,2693006,3607361,点击,1512042744,2017-11-30 11:52:24,2017-11-30,11,3
1000114,1546748,3607361,加购,1512043003,2017-11-30 11:56:43,2017-11-30,11,3
1000114,2693006,3607361,点击,1512043252,2017-11-30 12:00:52,2017-11-30,12,3
1000114,1546748,3607361,点击,1512043316,2017-11-30 12:01:56,2017-11-30,12,3
1000114,2693006,3607361,点击,1512043335,2017-11-30 12:02:15,2017-11-30,12,3
1000114,843426,3607361,点击,1512043370,2017-11-30 12:02:50,2017-11-30,12,3
1000114,3214349,3607361,点击,1512044150,2017-11-30 12:15:50,2017-11-30,12,3
1000114,3035751,3607361,点击,1512044507,2017-11-30 12:21:47,2017-11-30,12,3
1000114,843426,3607361,点击,1512044538,2017-11-30 12:22:18,2017-11-30,12,3
1000114,3133197,3607361,点击,1512217600,2017-12-02 12:26:40,2017-12-02,12,5
1000115,1652876,901282,点击,1511743165,2017-11-27 00:39:25,2017-11-27,0,0
1000115,5017410,2459106,点击,1511743217,2017-11-27 00:40:17,2017-11-27,0,0
1000115,612209,499642,点击,1511743275,2017-11-27 00:41:15,2017-11-27,0,0
1000115,5017410,2459106,点击,1511743411,2017-11-27 00:43:31,2017-11-27,0,0
1000115,1907638,2590256,点击,1511743424,2017-11-27 00:43:44,2017-11-27,0,0
1000115,1042245,4119922,点击,1511778013,2017-11-27 10:20:13,2017-11-27,10,0
1000115,1195100,5091223,点击,1511783746,2017-11-27 11:55:46,2017-11-27,11,0
1000115,3130905,4022701,点击,1511783908,2017-11-27 11:58:28,2017-11-27,11,0
1000115,229187,4022701,点击,1511783940,2017-11-27 11:59:00,2017-11-27,11,0
1000115,864425,2558204,点击,1511889010,2017-11-28 17:10:10,2017-11-28,17,1
1000115,4227358,2558204,点击,1511889877,2017-11-28 17:24:37,2017-11-28,17,1
1000115,4583276,2558204,点击,1511889909,2017-11-28 17:25:09,2017-11-28,17,1
1000115,2577764,2558204,点击,1511890002,2017-11-28 17:26:42,2017-11-28,17,1
1000115,864425,2558204,点击,1511890304,2017-11-28 17:31:44,2017-11-28,17,1
1000115,2577764,2558204,购买,1511890644,2017-11-28 17:37:24,2017-11-28,17,1
1000115,4227358,2558204,点击,1511890701,2017-11-28 17:38:21,2017-11-28,17,1
1000115,2577764,2558204,点击,1511967601,2017-11-29 15:00:01,2017-11-29,15,2
1000115,3352030,583485,点击,1512024530,2017-11-30 06:48:50,2017-11-30,6,3
1000115,230728,1009182,点击,1512024584,2017-11-30 06:49:44,2017-11-30,6,3
1000115,4505689,2331312,点击,1512135295,2017-12-01 13:34:55,2017-12-01,13,4
1000115,2577764,2558204,点击,1512146626,2017-12-01 16:43:46,2017-12-01,16,4
1000115,3171554,2459106,点击,1512181737,2017-12-02 02:28:57,2017-12-02,2,5
1000115,4859791,901282,点击,1512185719,2017-12-02 03:35:19,2017-12-02,3,5
1000115,4752224,1620537,点击,1512200941,2017-12-02 07:49:01,2017-12-02,7,5
1000115,2712827,1620537,点击,1512201146,2017-12-02 07:52:26,2017-12-02,7,5
1000115,4752224,1620537,购买,1512201486,2017-12-02 07:58:06,2017-12-02,7,5
1000115,217842,2604507,加购,1512204116,2017-12-02 08:41:56,2017-12-02,8,5
1000115,2712827,1620537,点击,1512205652,2017-12-02 09:07:32,2017-12-02,9,5
1000115,3294376,1620537,点击,1512206398,2017-12-02 09:19:58,2017-12-02,9,5
1000115,2712827,1620537,点击,1512206435,2017-12-02 09:20:35,2017-12-02,9,5
1000115,3294376,1620537,点击,1512206465,2017-12-02 09:21:05,2017-12-02,9,5
1000115,2712827,1620537,购买,1512206500,2017-12-02 09:21:40,2017-12-02,9,5
1000115,3294376,1620537,购买,1512206500,2017-12-02 09:21:40,2017-12-02,9,5
1000115,2712827,1620537,点击,1512206526,2017-12-02 09:22:06,2017-12-02,9,5
1000115,4952411,1620537,加购,1512206786,2017-12-02 09:26:26,2017-12-02,9,5
1000115,2712827,1620537,点击,1512206804,2017-12-02 09:26:44,2017-12-02,9,5
1000115,3294376,1620537,点击,1512206814,2017-12-02 09:26:54,2017-12-02,9,5
1000115,2712827,1620537,购买,1512206909,2017-12-02 09:28:29,2017-12-02,9,5
1000115,3294376,1620537,购买,1512206909,2017-12-02 09:28:29,2017-12-02,9,5
1000115,1379480,4719814,点击,1512208421,2017-12-02 09:53:41,2017-12-02,9,5
1000134,2763333,3536601,点击,1511620151,2017-11-25 14:29:11,2017-11-25,14,5
1000134,843421,3536601,购买,1511620370,2017-11-25 14:32:50,2017-11-25,14,5
1000134,2763333,3536601,点击,1511620513,2017-11-25 14:35:13,2017-11-25,14,5
1000134,843421,3536601,点击,1511620644,2017-11-25 14:37:24,2017-11-25,14,5
1000134,2094218,4558987,点击,1511620739,2017-11-25 14:38:59,2017-11-25,14,5
1000134,843421,3536601,购买,1511626353,2017-11-25 16:12:33,2017-11-25,16,5
1000134,3146715,2232467,加购,1511657203,2017-11-26 00:46:43,2017-11-26,0,6
1000134,1602092,285583,点击,1511869579,2017-11-28 11:46:19,2017-11-28,11,1
1000134,371483,1601543,购买,1512227509,2017-12-02 15:11:49,2017-12-02,15,5
1000135,1161410,4301450,加购,1511591459,2017-11-25 06:30:59,2017-11-25,6,5
1000135,2766529,2982027,点击,1511617532,2017-11-25 13:45:32,2017-11-25,13,5
1000135,4793228,200278,点击,1511617564,2017-11-25 13:46:04,2017-11-25,13,5
1000135,1410064,4818107,收藏,1511617914,2017-11-25 13:51:54,2017-11-25,13,5
1000135,4798391,200278,点击,1511647374,2017-11-25 22:02:54,2017-11-25,22,5
1000135,3967896,200278,点击,1511647470,2017-11-25 22:04:30,2017-11-25,22,5
1000135,1161410,4301450,点击,1511656741,2017-11-26 00:39:01,2017-11-26,0,6
1000135,4255574,4818107,点击,1511657129,2017-11-26 00:45:29,2017-11-26,0,6
1000135,1859414,4301450,点击,1511657358,2017-11-26 00:49:18,2017-11-26,0,6
1000135,2770546,801221,点击,1511657417,2017-11-26 00:50:17,2017-11-26,0,6
1000135,2176989,4801426,加购,1511658038,2017-11-26 01:00:38,2017-11-26,1,6
1000135,2999818,4181361,点击,1511821535,2017-11-27 22:25:35,2017-11-27,22,0
1000135,2770546,801221,点击,1511821971,2017-11-27 22:32:51,2017-11-27,22,0
1000135,1461858,4181361,点击,1511822012,2017-11-27 22:33:32,2017-11-27,22,0
1000135,4941557,4181361,点击,1511824290,2017-11-27 23:11:30,2017-11-27,23,0
1000135,1161410,4301450,点击,1511824423,2017-11-27 23:13:43,2017-11-27,23,0
1000135,590121,4181361,点击,1511824575,2017-11-27 23:16:15,2017-11-27,23,0
1000135,407524,4301450,点击,1511867208,2017-11-28 11:06:48,2017-11-28,11,1
1000135,5102592,4801426,点击,1511867725,2017-11-28 11:15:25,2017-11-28,11,1
1000135,2945990,4181361,点击,1511868066,2017-11-28 11:21:06,2017-11-28,11,1
1000135,4073426,119741,点击,1511868338,2017-11-28 11:25:38,2017-11-28,11,1
1000135,3844752,4181361,点击,1511868390,2017-11-28 11:26:30,2017-11-28,11,1
1000135,2149252,119741,点击,1511868416,2017-11-28 11:26:56,2017-11-28,11,1
1000135,3382469,4818107,点击,1511868812,2017-11-28 11:33:32,2017-11-28,11,1
1000135,2497752,4301450,点击,1511868820,2017-11-28 11:33:40,2017-11-28,11,1
1000135,1591971,4301450,点击,1511868834,2017-11-28 11:33:54,2017-11-28,11,1
1000135,139412,4301450,点击,1511868839,2017-11-28 11:33:59,2017-11-28,11,1
1000135,4571207,4818107,点击,1511868896,2017-11-28 11:34:56,2017-11-28,11,1
1000135,1161410,4301450,加购,1511872581,2017-11-28 12:36:21,2017-11-28,12,1
1000135,407524,4301450,点击,1511873442,2017-11-28 12:50:42,2017-11-28,12,1
1000135,3256079,4301450,点击,1511873716,2017-11-28 12:55:16,2017-11-28,12,1
1000135,1161410,4301450,购买,1511874256,2017-11-28 13:04:16,2017-11-28,13,1
1000135,4073426,119741,点击,1511882673,2017-11-28 15:24:33,2017-11-28,15,1
1000135,29650,119741,点击,1511882786,2017-11-28 15:26:26,2017-11-28,15,1
1000135,3500200,119741,点击,1511882818,2017-11-28 15:26:58,2017-11-28,15,1
1000135,4895662,801221,点击,1511918074,2017-11-29 01:14:34,2017-11-29,1,2
1000135,3927445,4181361,点击,1511918225,2017-11-29 01:17:05,2017-11-29,1,2
1000135,2246447,4181361,点击,1511938135,2017-11-29 06:48:55,2017-11-29,6,2
1000135,1136438,2321836,点击,1511965852,2017-11-29 14:30:52,2017-11-29,14,2
1000135,3500200,119741,点击,1511966931,2017-11-29 14:48:51,2017-11-29,14,2
1000135,4816425,801221,点击,1511967032,2017-11-29 14:50:32,2017-11-29,14,2
1000135,4910499,4181361,点击,1511967158,2017-11-29 14:52:38,2017-11-29,14,2
1000135,4980237,570735,点击,1511994939,2017-11-29 22:35:39,2017-11-29,22,2
1000135,2369372,4181361,点击,1511995499,2017-11-29 22:44:59,2017-11-29,22,2
1000135,91732,4069500,点击,1512002060,2017-11-30 00:34:20,2017-11-30,0,3
1000135,2927750,2331312,加购,1512014556,2017-11-30 04:02:36,2017-11-30,4,3
1000135,3812328,244923,点击,1512019343,2017-11-30 05:22:23,2017-11-30,5,3
1000135,413701,2331312,点击,1512050522,2017-11-30 14:02:02,2017-11-30,14,3
1000135,2927750,2331312,点击,1512057058,2017-11-30 15:50:58,2017-11-30,15,3
1000135,5073687,2331312,点击,1512057315,2017-11-30 15:55:15,2017-11-30,15,3
1000135,2567521,2331312,点击,1512057353,2017-11-30 15:55:53,2017-11-30,15,3
1000135,5082460,2331312,点击,1512057506,2017-11-30 15:58:26,2017-11-30,15,3
1000135,1426450,2331312,点击,1512057634,2017-11-30 16:00:34,2017-11-30,16,3
1000135,535129,2331312,点击,1512057710,2017-11-30 16:01:50,2017-11-30,16,3
1000135,179171,2331312,点击,1512058372,2017-11-30 16:12:52,2017-11-30,16,3
1000135,4703258,2331312,点击,1512058560,2017-11-30 16:16:00,2017-11-30,16,3
1000135,4775481,2331312,点击,1512059129,2017-11-30 16:25:29,2017-11-30,16,3
1000135,4096506,1046047,点击,1512059334,2017-11-30 16:28:54,2017-11-30,16,3
1000135,4049302,2331312,点击,1512059405,2017-11-30 16:30:05,2017-11-30,16,3
1000135,4708503,4217906,加购,1512060933,2017-11-30 16:55:33,2017-11-30,16,3
1000135,4481260,3164550,点击,1512084405,2017-11-30 23:26:45,2017-11-30,23,3
1000135,1344558,4697972,点击,1512084754,2017-11-30 23:32:34,2017-11-30,23,3
1000135,3200626,119741,点击,1512093738,2017-12-01 02:02:18,2017-12-01,2,4
1000135,2980398,4181361,点击,1512115137,2017-12-01 07:58:57,2017-12-01,7,4
1000135,3597526,4181361,点击,1512115170,2017-12-01 07:59:30,2017-12-01,7,4
1000135,503460,4181361,点击,1512115620,2017-12-01 08:07:00,2017-12-01,8,4
1000135,2005499,4181361,点击,1512115742,2017-12-01 08:09:02,2017-12-01,8,4
1000135,1258690,4181361,点击,1512115914,2017-12-01 08:11:54,2017-12-01,8,4
1000135,3581806,2891509,点击,1512126187,2017-12-01 11:03:07,2017-12-01,11,4
1000135,3336480,2891509,点击,1512126277,2017-12-01 11:04:37,2017-12-01,11,4
1000135,790681,4181361,点击,1512126739,2017-12-01 11:12:19,2017-12-01,11,4
1000135,4574326,4181361,加购,1512127104,2017-12-01 11:18:24,2017-12-01,11,4
1000135,682262,4181361,点击,1512127121,2017-12-01 11:18:41,2017-12-01,11,4
1000135,3329950,3354571,点击,1512175676,2017-12-02 00:47:56,2017-12-02,0,5
1000135,3082940,4756105,点击,1512175781,2017-12-02 00:49:41,2017-12-02,0,5
1000135,2223713,1250975,点击,1512176287,2017-12-02 00:58:07,2017-12-02,0,5
1000135,925283,4181361,点击,1512176939,2017-12-02 01:08:59,2017-12-02,1,5
1000135,173146,4181361,点击,1512177117,2017-12-02 01:11:57,2017-12-02,1,5
1000135,2998763,4181361,点击,1512178099,2017-12-02 01:28:19,2017-12-02,1,5
1000135,727254,2891509,点击,1512178176,2017-12-02 01:29:36,2017-12-02,1,5
1000135,4806999,2891509,点击,1512178288,2017-12-02 01:31:28,2017-12-02,1,5
1000135,727254,2891509,点击,1512178289,2017-12-02 01:31:29,2017-12-02,1,5
1000135,690820,2891509,点击,1512178341,2017-12-02 01:32:21,2017-12-02,1,5
1000135,65804,2891509,点击,1512178415,2017-12-02 01:33:35,2017-12-02,1,5
1000135,2820735,4181361,点击,1512178520,2017-12-02 01:35:20,2017-12-02,1,5
1000135,60692,4181361,点击,1512178539,2017-12-02 01:35:39,2017-12-02,1,5
1000135,24358,4181361,点击,1512178566,2017-12-02 01:36:06,2017-12-02,1,5
1000135,272012,4181361,点击,1512178579,2017-12-02 01:36:19,2017-12-02,1,5
1000135,3327726,862523,点击,1512255810,2017-12-02 23:03:30,2017-12-02,23,5
1000135,2110759,4697972,点击,1512255845,2017-12-02 23:04:05,2017-12-02,23,5
1000135,1587942,4697972,点击,1512255980,2017-12-02 23:06:20,2017-12-02,23,5
1000135,833122,4181361,点击,1512256016,2017-12-02 23:06:56,2017-12-02,23,5
1000135,4440522,3825436,加购,1512256173,2017-12-02 23:09:33,2017-12-02,23,5
1000135,781710,722945,点击,1512256344,2017-12-02 23:12:24,2017-12-02,23,5
1000135,5118267,3825436,点击,1512257035,2017-12-02 23:23:55,2017-12-02,23,5
1000135,4146,4697972,点击,1512257066,2017-12-02 23:24:26,2017-12-02,23,5
1000135,1447083,4181361,点击,1512257083,2017-12-02 23:24:43,2017-12-02,23,5
1000135,3198461,4181361,点击,1512257142,2017-12-02 23:25:42,2017-12-02,23,5
1000135,4259744,4181361,点击,1512257190,2017-12-02 23:26:30,2017-12-02,23,5
1000139,1838960,3381583,点击,1511695005,2017-11-26 11:16:45,2017-11-26,11,6
1000139,4786189,3381583,点击,1511695081,2017-11-26 11:18:01,2017-11-26,11,6
1000139,2945949,982926,点击,1511845286,2017-11-28 05:01:26,2017-11-28,5,1
1000139,156089,4869428,点击,1512091869,2017-12-01 01:31:09,2017-12-01,1,4
1000139,3548192,4869428,点击,1512091914,2017-12-01 01:31:54,2017-12-01,1,4
1000139,1766489,895939,购买,1512092152,2017-12-01 01:35:52,2017-12-01,1,4
1000139,1834624,1320293,点击,1512093496,2017-12-01 01:58:16,2017-12-01,1,4
1000139,2868075,3189162,点击,1512179565,2017-12-02 01:52:45,2017-12-02,1,5
1000139,1350947,3189162,点击,1512179636,2017-12-02 01:53:56,2017-12-02,1,5
1000139,4902353,3189162,点击,1512179929,2017-12-02 01:58:49,2017-12-02,1,5
1000139,1904882,3189162,点击,1512180029,2017-12-02 02:00:29,2017-12-02,2,5
1000139,2909237,3189162,点击,1512180260,2017-12-02 02:04:20,2017-12-02,2,5
1000139,2963546,3189162,点击,1512180397,2017-12-02 02:06:37,2017-12-02,2,5
1000139,4598635,3189162,点击,1512180441,2017-12-02 02:07:21,2017-12-02,2,5
1000139,2640687,3189162,点击,1512180732,2017-12-02 02:12:12,2017-12-02,2,5
1000139,5152212,3189162,点击,1512180840,2017-12-02 02:14:00,2017-12-02,2,5
1000139,4321885,4339722,点击,1512180855,2017-12-02 02:14:15,2017-12-02,2,5
1000139,2640687,3189162,点击,1512180861,2017-12-02 02:14:21,2017-12-02,2,5
1000139,1584458,3189162,加购,1512180939,2017-12-02 02:15:39,2017-12-02,2,5
1000139,1692326,3607361,点击,1512185046,2017-12-02 03:24:06,2017-12-02,3,5
1000139,3104240,3607361,点击,1512185061,2017-12-02 03:24:21,2017-12-02,3,5
1000139,225201,3607361,点击,1512185109,2017-12-02 03:25:09,2017-12-02,3,5
1000139,1107470,3607361,点击,1512185134,2017-12-02 03:25:34,2017-12-02,3,5
1000139,4506715,3607361,点击,1512185679,2017-12-02 03:34:39,2017-12-02,3,5
1000139,670124,1320293,点击,1512205877,2017-12-02 09:11:17,2017-12-02,9,5
1000139,835140,3607361,点击,1512244933,2017-12-02 20:02:13,2017-12-02,20,5
1000139,1794610,3607361,点击,1512245000,2017-12-02 20:03:20,2017-12-02,20,5
1000139,3877588,3607361,点击,1512245023,2017-12-02 20:03:43,2017-12-02,20,5
1000139,2324716,3607361,点击,1512245286,2017-12-02 20:08:06,2017-12-02,20,5
1000139,747416,3607361,点击,1512245606,2017-12-02 20:13:26,2017-12-02,20,5
1000139,1895671,3607361,点击,1512245623,2017-12-02 20:13:43,2017-12-02,20,5
1000139,1808205,3607361,点击,1512245817,2017-12-02 20:16:57,2017-12-02,20,5
1000139,141010,3607361,点击,1512245849,2017-12-02 20:17:29,2017-12-02,20,5
1000139,3085792,3607361,点击,1512246038,2017-12-02 20:20:38,2017-12-02,20,5
1000139,4193531,3607361,点击,1512246052,2017-12-02 20:20:52,2017-12-02,20,5
1000139,29564,3607361,点击,1512246075,2017-12-02 20:21:15,2017-12-02,20,5
1000139,263054,3607361,点击,1512246094,2017-12-02 20:21:34,2017-12-02,20,5
1000139,128903,3607361,点击,1512246133,2017-12-02 20:22:13,2017-12-02,20,5
1000139,4908666,3607361,点击,1512246162,2017-12-02 20:22:42,2017-12-02,20,5
1000139,4531101,4756105,点击,1512246243,2017-12-02 20:24:03,2017-12-02,20,5
1000139,2535046,3607361,点击,1512246262,2017-12-02 20:24:22,2017-12-02,20,5
1000139,3675318,4756105,点击,1512246358,2017-12-02 20:25:58,2017-12-02,20,5
1000139,4781883,4756105,点击,1512246399,2017-12-02 20:26:39,2017-12-02,20,5
1000139,3675318,4756105,点击,1512246478,2017-12-02 20:27:58,2017-12-02,20,5
1000139,5128095,3607361,点击,1512246557,2017-12-02 20:29:17,2017-12-02,20,5
1000139,522765,3607361,点击,1512246565,2017-12-02 20:29:25,2017-12-02,20,5
1000139,1953667,3607361,点击,1512246617,2017-12-02 20:30:17,2017-12-02,20,5
1000139,807330,3607361,点击,1512246659,2017-12-02 20:30:59,2017-12-02,20,5
1000139,862038,3607361,点击,1512246694,2017-12-02 20:31:34,2017-12-02,20,5
1000139,513940,4756105,点击,1512246706,2017-12-02 20:31:46,2017-12-02,20,5
1000139,1458001,3607361,点击,1512246748,2017-12-02 20:32:28,2017-12-02,20,5
1000139,4093990,3607361,点击,1512246765,2017-12-02 20:32:45,2017-12-02,20,5
1000139,4396457,3607361,点击,1512248158,2017-12-02 20:55:58,2017-12-02,20,5
1000151,899111,4148053,购买,1511662828,2017-11-26 02:20:28,2017-11-26,2,6
1000151,3160990,927764,点击,1511680816,2017-11-26 07:20:16,2017-11-26,7,6
1000151,3899107,3860845,点击,1511681152,2017-11-26 07:25:52,2017-11-26,7,6
1000151,412891,927764,点击,1511681405,2017-11-26 07:30:05,2017-11-26,7,6
1000151,3160990,927764,点击,1511681415,2017-11-26 07:30:15,2017-11-26,7,6
1000151,2450552,927764,点击,1511681449,2017-11-26 07:30:49,2017-11-26,7,6
1000151,3488127,927764,点击,1511681697,2017-11-26 07:34:57,2017-11-26,7,6
1000151,1858190,2013232,点击,1511681849,2017-11-26 07:37:29,2017-11-26,7,6
1000151,2753529,801221,购买,1511769493,2017-11-27 07:58:13,2017-11-27,7,0
1000151,4436201,2576484,加购,1511774889,2017-11-27 09:28:09,2017-11-27,9,0
1000151,4475130,3669044,点击,1511882502,2017-11-28 15:21:42,2017-11-28,15,1
1000151,4251223,4081518,点击,1512100376,2017-12-01 03:52:56,2017-12-01,3,4
1000151,4829107,2735466,点击,1512156256,2017-12-01 19:24:16,2017-12-01,19,4
1000154,3087961,1349561,点击,1511576340,2017-11-25 02:19:00,2017-11-25,2,5
